TransactionNo,Items
998,Coffee
999,Alfajores
1000,"Scandinavian, Chimichurri Oil"
1001,"Bread, Truffles"
1002,"Brownie, Focaccia"
1003,"Coffee, Bread"
1004,"Coffee, Tea, Art Tray, Cookies"
1005,Coffee
1006,Bread
1007,"Coffee, Alfajores, Alfajores, Coke"
1008,Bread
1009,Bread
1010,"Bread, Pastry, Medialuna, Coffee"
1011,Coffee
1012,"Bread, Keeping It Local"
1013,Bread
1014,"Coffee, Scandinavian"
1015,"Bread, Farm House, Pastry, Medialuna"
1016,Medialuna
1017,Coffee
1018,"Bread, Farm House"
1019,Bread
1020,"Keeping It Local, Bread"
1021,"Bread, Medialuna"
1022,Tea
1023,"Coffee, Coffee, Pastry, Keeping It Local"
1024,Coffee
1025,Tea
1026,Hot chocolate
1027,"Tea, Sandwich"
1028,Bread
1029,"Medialuna, Muffin, Brownie"
1030,"Coffee, Muffin"
1031,Bread
1032,"Coffee, Medialuna"
1033,Coffee
1034,"Coffee, Medialuna"
1035,Coffee
1036,"Coffee, Hot chocolate, Brownie, Bread"
1037,"Bread, Bread"
1038,Bread
1039,"Coffee, Brownie"
1040,"Ella's Kitchen Pouches, Coffee, Coffee, Medialuna, Pastry"
1041,Jam
1042,Bread
1043,Ella's Kitchen Pouches
1044,"Coffee, Coffee, Muffin"
1046,"Tea, Coffee, Truffles"
1047,Coffee
1048,"Pastry, Brownie"
1049,"Brownie, Bread"
1050,"Bread, Coffee"
1051,"Bread, Pastry"
1052,"Alfajores, Bread"
1053,"Brownie, Muffin, Scandinavian"
1054,Coffee
1055,Fudge
1056,"Tea, Brownie"
1057,Bread
1058,"Bread, Muffin"
1059,Scandinavian
1060,Bread
1061,Coffee
1062,Bread
1063,"Coffee, Soup"
1064,Soup
1065,"Coffee, Bread, Coffee, Alfajores, Alfajores"
1066,Farm House
1068,"Farm House, Chimichurri Oil"
1069,Farm House
1070,Sandwich
1071,"Soup, Bread"
1072,"Coffee, Art Tray, Frittata, Sandwich"
1073,"Scandinavian, Fairy Doors"
1074,"Mineral water, Cookies"
1075,"Brownie, Coffee, Coffee"
1076,"Bread, Hearty & Seasonal"
1077,"Hearty & Seasonal, Bread"
1078,"Scandinavian, Focaccia"
1080,Fudge
1081,"Coffee, Tea, Cake"
1082,Coffee
1083,Truffles
1084,"Coffee, Coffee, Brownie"
1085,Scandinavian
1086,"Muffin, Coffee"
1087,"Soup, Coke, Hot chocolate, Fudge"
1088,"Sandwich, Juice, Alfajores"
1089,"Coffee, Alfajores"
1090,"Brownie, Coffee, Hot chocolate, Coffee, Juice"
1091,Scandinavian
1092,Coffee
1093,"Hot chocolate, My-5 Fruit Shoot, Cake"
1094,"Soup, Sandwich, Tea, Alfajores, Alfajores"
1095,Mineral water
1096,Bread
1097,Scandinavian
1098,Tea
1099,Tea
1100,Fudge
1101,Scandinavian
1102,Coffee
1103,Coffee
1104,"Medialuna, Coffee"
1105,Bread
1106,"Bread, Pastry, Medialuna, Coffee"
1107,"Pastry, Bread"
1108,"Coffee, Coffee, Hot chocolate, Bread, Pastry, Medialuna"
1109,Coffee
1110,"Jam, Bread"
1111,Medialuna
1112,"Medialuna, Medialuna, Bread"
1114,Coffee
1115,Coffee
1116,Bread
1117,"Coffee, Muffin"
1118,"Medialuna, Bread"
1119,Bread
1120,"Bread, Medialuna"
1121,"Coffee, Pastry, Brownie"
1122,"Medialuna, Scandinavian"
1123,Bread
1124,"Coffee, Muffin"
1125,Bread
1126,Coffee
1127,"Medialuna, Muffin"
1128,Bread
1129,Coffee
1130,"Alfajores, Bread, Scandinavian"
1131,Coffee
1132,Bread
1133,Medialuna
1134,"Coffee, Scandinavian"
1135,"Coffee, Tea, Brownie, Truffles, Muffin"
1136,"Tartine, Coffee"
1137,"Coffee, Coffee"
1138,"Alfajores, Scandinavian"
1139,"Coffee, Medialuna, Hot chocolate"
1140,"Coffee, Muffin, Alfajores"
1141,"Farm House, Coffee, Coffee, Muffin, Brownie"
1142,"Bread, Coffee, Medialuna, Farm House"
1143,"Farm House, Scandinavian"
1144,"Truffles, Bread, Coffee"
1145,"Frittata, Soup, Coffee, Coffee"
1146,"Scandinavian, Eggs"
1147,"Brownie, Truffles, Coffee, Coffee"
1148,Scandinavian
1149,Coke
1150,"Sandwich, Soup, Coffee, Alfajores"
1151,"Tea, Juice, Hearty & Seasonal, Hearty & Seasonal"
1152,Truffles
1153,"Coffee, Coffee, Muffin, Brownie"
1154,Bread
1155,"Bowl Nic Pitt, Frittata, Muffin, Coffee"
1156,"Soup, Frittata, Brownie, Coffee, Tea"
1157,"Hot chocolate, Coffee, Muffin, Alfajores"
1158,"Scandinavian, Keeping It Local, Tea, Coffee, Alfajores"
1159,Bread
1160,Fudge
1161,Farm House
1162,Farm House
1163,"Coffee, Coffee, Brownie, Muffin"
1164,"Soup, Coffee, Bread"
1165,"Frittata, Bread, Muffin"
1166,"Farm House, Bread, Muffin"
1167,Bread
1168,"Bread, Coffee, Bread"
1169,Farm House
1170,"Bread, Coffee, Muffin, Cookies"
1171,"Hot chocolate, Coffee"
1172,"Muffin, Jam"
1173,"Coffee, Hot chocolate, Tea"
1174,"Coffee, Coffee, Alfajores"
1175,"Tea, Hearty & Seasonal, Farm House"
1176,"Bread, Coffee, Alfajores, Cookies"
1177,"Hearty & Seasonal, Sandwich, Bread, Muffin, Brownie"
1178,"Coffee, Truffles, Brownie, Alfajores"
1179,"Coffee, Tea, Bread"
1180,"Tea, Coffee, Muffin, Keeping It Local"
1181,"Coffee, Alfajores"
1182,Bread
1183,"Tea, Hot chocolate, Alfajores"
1184,Bread
1185,"Alfajores, Truffles"
1186,Bread
1187,"Bread, Brownie, Muffin"
1188,"Coffee, Brownie, Coffee"
1189,"Bread, Bread"
1190,"Bread, Alfajores, Muffin"
1191,"Truffles, Frittata"
1192,Coffee
1193,Bread
1194,"Coffee, Muffin"
1195,Muffin
1196,Juice
1197,Coffee
1198,Muffin
1199,Bread
1200,Coffee
1201,"Tartine, Coffee, Tea"
1202,Coffee
1203,"Coffee, Tea"
1204,"Medialuna, Coffee"
1205,"Medialuna, Bread, Coffee, Pastry, Farm House"
1206,"Bread, Pastry, Bread"
1207,"Medialuna, Coffee, Bread"
1208,Pastry
1209,Bread
1210,"Medialuna, Pastry, Bread"
1211,"Coffee, Keeping It Local"
1212,"Bread, Farm House, Jam, Pastry"
1213,Bread
1214,"Coffee, Medialuna"
1215,Coffee
1216,"Tea, Bread"
1217,"Bread, Pastry"
1218,Hearty & Seasonal
1219,Scandinavian
1220,"Coffee, Hot chocolate, Pastry"
1221,"Bread, Muffin"
1222,"Coffee, Keeping It Local"
1223,"Bread, Coffee, Medialuna"
1224,"Coffee, Pastry, Bread"
1225,Medialuna
1226,Brownie
1227,Muffin
1228,Hearty & Seasonal
1229,"Coffee, Bread"
1230,"Coffee, Alfajores"
1231,"Coffee, Coffee, Keeping It Local, Bread"
1232,Bread
1233,Coffee
1234,"Coffee, Coffee, Hot chocolate, Medialuna"
1235,"Brownie, Bread"
1236,Bread
1237,"Sandwich, Coffee, Coffee"
1238,"Bread, Bread, Brownie"
1239,"Brownie, Coffee, Bread"
1240,"Sandwich, Brownie, Hot chocolate, Coffee"
1241,Coffee
1242,"Bread, Mineral water"
1243,"Coffee, Coffee"
1244,Bread
1245,Bread
1246,Coffee
1247,Bread
1248,"Bacon, Art Tray, Coffee, Coffee, Juice"
1249,Bread
1250,Coffee
1251,"Hearty & Seasonal, Coffee, Tea"
1252,"Brownie, Medialuna, Muffin"
1253,Bread
1254,"Bread, Brownie, Muffin, Bread, My-5 Fruit Shoot"
1255,"Brownie, Alfajores, Coffee, Bread"
1256,"Bread, Jam, Spread"
1257,Brownie
1258,"Coffee, Hearty & Seasonal"
1259,"Bread, Bread, Keeping It Local, Hearty & Seasonal, Tea"
1260,"Coffee, Coke, Mineral water, Bread, Brownie"
1261,"Muffin, Coffee, Tea"
1262,Bread
1263,Bread
1264,"Coffee, Coffee, Tea, Frittata, Keeping It Local, Bread"
1265,Cookies
1266,"Bread, Cake"
1267,"Coffee, Coffee, Fudge, Bread"
1268,Muffin
1269,"Coffee, Kids biscuit"
1270,"Juice, Muffin, Brownie"
1271,Kids biscuit
1272,Kids biscuit
1273,"Art Tray, Tartine"
1274,"Fudge, My-5 Fruit Shoot, Kids biscuit, Muffin"
1275,Coffee
1276,Coffee
1277,"Tea, Medialuna"
1278,"Medialuna, Coffee"
1279,Coffee
1280,"Coffee, Medialuna"
1281,"Pastry, Coffee"
1282,"Keeping It Local, Tea, Coffee, Coffee"
1283,Farm House
1284,"Tea, Truffles"
1285,Farm House
1286,"Coffee, Keeping It Local"
1287,"Medialuna, Truffles, Tea"
1288,"Tea, Keeping It Local"
1289,"Medialuna, Pastry, Truffles"
1290,Pastry
1291,"Focaccia, Farm House"
1292,"Coffee, Bread"
1293,"Coffee, Truffles"
1294,"Coffee, Coffee, Kids biscuit"
1295,"Coffee, Tea"
1296,"Coffee, Coffee"
1297,"Bread, Bread"
1298,Bread
1299,Medialuna
1300,Bread
1301,"Tea, Bread"
1303,"Mineral water, Coffee, Kids biscuit, Muffin"
1304,Pastry
1305,"Coffee, Keeping It Local"
1306,"Bread, Sandwich, Tea"
1307,"Fudge, Fudge, Bread, Truffles"
1308,"Sandwich, Coffee"
1309,"Coffee, Tea, Truffles"
1310,Bread
1311,"Sandwich, Coffee, Tea"
1313,Coffee
1314,"Sandwich, Bread"
1315,"Hearty & Seasonal, Hearty & Seasonal, Alfajores, Truffles"
1316,"Frittata, Muffin, Coffee, Coffee"
1317,"Sandwich, Hot chocolate, Coffee, Hearty & Seasonal, Cookies"
1318,"Bread, Bread, Sandwich"
1319,Farm House
1320,"Coffee, Muffin"
1321,"Scandinavian, Bread"
1322,"Sandwich, Soup, Coffee, Tea"
1323,Farm House
1324,"Coffee, Tea"
1325,"Soup, Jam, Muffin, Coffee"
1326,Bread
1327,"Coffee, Soup"
1328,"Coffee, Coffee, Muffin"
1329,"Bread, Muffin, Kids biscuit"
1330,"Coffee, Bread"
1331,Coffee
1332,Muffin
1333,"Ella's Kitchen Pouches, Bread, Muffin"
1334,"Soup, Sandwich, Frittata"
1335,"Bread, Sandwich"
1336,"Coffee, Bread, Coffee, Bread, Cookies"
1337,"Bread, Art Tray, Tea, Hot chocolate"
1338,"Art Tray, Coffee, Hot chocolate, Juice, Muffin"
1339,"Hot chocolate, Coffee"
1340,Farm House
1341,"Farm House, Muffin"
1342,"Coffee, Medialuna"
1343,"Bread, Keeping It Local"
1344,Coffee
1345,Bread
1346,"Medialuna, Tea, Coffee"
1347,Hot chocolate
1348,Coffee
1349,Coke
1350,Coffee
1351,Farm House
1352,"Coffee, Coffee, Keeping It Local, Bread"
1353,"Coffee, Truffles"
1354,Coffee
1355,"Coffee, Tea, Keeping It Local"
1356,"Coffee, Keeping It Local"
1357,"Coffee, Tea"
1358,Coffee
1359,Coffee
1360,"Coffee, Bread"
1361,Coffee
1362,Bread
1363,Farm House
1364,"Coffee, Kids biscuit"
1365,"Tea, Muffin"
1366,Bread
1367,"Coffee, Pastry"
1368,"Scandinavian, Coffee, Soup"
1369,"Scandinavian, Pastry, Muffin"
1370,"Coffee, Pastry"
1371,"Soup, Hearty & Seasonal, Tea"
1372,"Bread, Scandinavian"
1373,"Scandinavian, Bread, Truffles"
1374,"Coffee, Coffee, Soup"
1375,"Medialuna, Medialuna"
1376,"Coffee, Coffee, Medialuna, Medialuna, Bread"
1377,Bread
1378,"Coffee, Bread"
1379,"Soup, Sandwich"
1380,"Sandwich, Hearty & Seasonal, Coffee"
1381,Soup
1382,Bread
1383,"Soup, Coffee, Pastry"
1384,"Pastry, Coffee, Coffee"
1386,"Coffee, Coffee, Soup, Bread"
1387,Bread
1388,"Coffee, Coffee, Sandwich, Hearty & Seasonal"
1389,"Coffee, Coffee, Soup"
1390,Bread
1391,Bread
1392,Bread
1393,Coffee
1394,"Bread, Soup"
1395,"Coffee, Coffee, Hearty & Seasonal, Soup"
1396,Scandinavian
1397,"Coffee, Medialuna"
1398,Bread
1399,"Bread, Brownie"
1400,Fudge
1401,Coke
1402,Coke
1403,"Brownie, Muffin"
1404,"Tea, Bread, Truffles, Pastry"
1405,Tea
1406,"Bread, Truffles"
1407,Medialuna
1408,"Coffee, Medialuna"
1409,Bread
1410,"Pastry, Coffee"
1411,"Coffee, Bread, Jam"
1412,"Bread, Coffee"
1413,Coke
1414,Bread
1415,"Coffee, Coffee"
1416,Coffee
1417,Pastry
1418,"Scandinavian, Pastry"
1419,"Bread, Granola"
1420,"Tea, Coffee, Pastry"
1421,"Bread, Mineral water"
1422,"Tea, Medialuna"
1423,Brownie
1424,"Tea, Coffee, Pastry"
1425,"Hot chocolate, Coffee, Cake"
1426,Bread
1427,"Bread, Jam"
1428,Scandinavian
1429,"Bread, Coffee, Pastry, Cake"
1430,Bread
1431,Coffee
1432,Bread
1433,"Coffee, Cake"
1434,Coffee
1435,Coffee
1436,"Coffee, Soup"
1437,"Scandinavian, Bread"
1438,"Sandwich, Soup, Bread, Cake"
1439,"Coffee, Bread, Tartine"
1440,Soup
1441,Bread
1442,"Soup, Juice, Brownie"
1443,Coffee
1444,Hearty & Seasonal
1445,"Coffee, Soup, Sandwich, Tea, Cake"
1446,"Tea, Soup"
1447,"Coffee, Bread, Sandwich"
1448,"Soup, Coffee"
1449,"Soup, Coffee"
1450,"Tea, Soup"
1451,Cake
1452,"Coffee, Tea, Cake, Muffin"
1453,Bread
1454,"Coffee, Bread"
1455,"Coffee, Tea"
1456,"Tea, Soup"
1457,"Coffee, Tea, Cake"
1458,"Bread, Bread"
1459,Hearty & Seasonal
1460,"Bread, Mineral water, Brownie"
1461,Fudge
1462,"Muffin, Hot chocolate, Coffee"
1463,"Tea, Muffin"
1464,"Cake, Coffee"
1465,Victorian Sponge
1466,"Soup, Sandwich, Tea"
1467,Scandinavian
1468,Coffee
1469,Bread
1470,"Tartine, Bread, Coffee"
1471,"Medialuna, Medialuna"
1472,Bread
1473,"Bread, Scandinavian"
1474,Bread
1475,"Coffee, Medialuna"
1476,Siblings
1477,Siblings
1478,"Bread, Medialuna"
1479,"Medialuna, Pastry"
1480,"Keeping It Local, Tea"
1482,Farm House
1483,Pastry
1484,Farm House
1485,Tea
1486,"Tea, Scandinavian"
1487,"Coffee, Muffin"
1488,Coffee
1490,Bread
1491,"Farm House, Scandinavian, Coffee, Pastry"
1492,Coffee
1493,"Coffee, Keeping It Local"
1494,Bread
1495,Jam
1496,"Alfajores, Medialuna, Coffee, Bread"
1497,"Coffee, Keeping It Local"
1498,Coffee
1499,Bread
1500,"Tea, Muffin"
1501,"Coffee, Hot chocolate, Alfajores"
1502,"Bread, Pastry, Bread"
1503,Coffee
1504,Bread
1505,Tea
1506,"Coffee, Sandwich"
1507,Bread
1508,Soup
1509,Coffee
1510,Tea
1511,"Coffee, Soup, Art Tray, Pastry"
1512,"Hearty & Seasonal, Mineral water, Alfajores"
1513,Bread
1514,"Coffee, Hearty & Seasonal, Hearty & Seasonal, Alfajores, Alfajores, Cake, Bread"
1515,Coffee
1516,Bread
1517,Cake
1518,Bread
1519,Fudge
1520,Muffin
1521,"Bread, Coffee"
1522,"Coffee, Hearty & Seasonal, Sandwich, Bread"
1523,"Soup, Coffee"
1524,"Coffee, Hearty & Seasonal, Keeping It Local"
1525,Bread
1526,"Coffee, Coffee"
1527,Scandinavian
1528,"Coffee, Alfajores"
1529,Coffee
1530,"Soup, Brownie"
1531,"Coffee, Coffee"
1532,Bread
1533,Bread
1534,"Bread, Scandinavian, Coffee"
1535,"Coffee, Coffee"
1536,Coffee
1537,Soup
1538,"Coffee, Muffin"
1539,"Cake, Bread, Hot chocolate"
1540,"Coffee, Cake"
1541,"Cake, Alfajores, Coffee, Tea"
1542,Bread
1543,Coffee
1544,"Coffee, Tea, Hot chocolate, Brownie, Alfajores, Bread"
1545,"Hot chocolate, Tea, Brownie, Alfajores"
1546,Coffee
1547,Scandinavian
1548,"Coffee, Cookies"
1549,"Bread, Coffee"
1550,"Coffee, Bread"
1551,"Coffee, Medialuna"
1552,"Coffee, Coffee"
1553,Coffee
1554,"Medialuna, Pastry"
1555,"Coffee, Tea, Pastry, Muffin"
1556,"Coffee, Pastry"
1557,"Bread, Coffee, Keeping It Local"
1558,"Bread, Bread, Pastry"
1559,"Coffee, Medialuna"
1560,Bread
1561,Coffee
1562,"Coffee, Coffee"
1563,Bread
1564,"Bread, Tea, Pastry"
1565,"Coffee, Cookies"
1566,"Bread, Bread"
1567,Coffee
1568,Coffee
1569,"Tea, Bread"
1570,"Coffee, Coffee, Medialuna, Bread"
1571,Bread
1572,"Pastry, Coffee"
1573,"Coffee, Pastry"
1574,"Coffee, Bread, Alfajores"
1575,Coffee
1576,Bread
1577,Bread
1578,Farm House
1579,Bread
1580,"Coffee, Tea"
1581,Coffee
1582,Coffee
1583,"Coffee, Soup"
1584,Soup
1585,"Farm House, Pastry"
1586,Soup
1587,Coffee
1588,"Coffee, Coffee, Brownie"
1589,"Coffee, Bread, Sandwich"
1590,Coffee
1591,"Sandwich, Soup, Bread, Tea"
1592,"Soup, Art Tray, My-5 Fruit Shoot, Bread, Muffin"
1593,"Tea, Sandwich"
1594,"Bread, Soup"
1595,"Soup, Tea"
1597,Farm House
1598,"Mineral water, Mineral water, Coffee, Soup, Sandwich"
1599,"Bread, Coffee, Keeping It Local"
1600,"Soup, Bread"
1601,"Art Tray, Coffee, Bread, Hearty & Seasonal, Hearty & Seasonal"
1602,Bread
1603,Farm House
1604,Brownie
1605,Farm House
1606,"Bread, Soup, Alfajores"
1607,"Coke, Coffee, Medialuna, Cake"
1608,"Scandinavian, Alfajores, Alfajores"
1609,Scandinavian
1610,"Hot chocolate, Pastry"
1611,"Coke, Coffee, Brownie"
1612,Farm House
1613,"Coffee, Pastry"
1614,Farm House
1615,Farm House
1616,"Cookies, Brownie, Coffee, Tea"
1617,"Tea, Coffee, Medialuna, Cookies, Farm House"
1618,"Bread, Coffee"
1619,Coffee
1620,"Tea, Coffee, Alfajores"
1621,"Bread, Hot chocolate, Coffee"
1622,"Medialuna, Tea"
1623,Coke
1624,Medialuna
1625,"Fudge, Fudge"
1626,"Tea, Muffin"
1627,"Alfajores, Coffee"
1629,"Pastry, Bread"
1630,"Pastry, Coffee"
1631,Coffee
1632,Bread
1633,Bread
1634,"Coffee, Keeping It Local, Tea"
1635,"Bread, Pastry, Medialuna"
1636,"Farm House, Medialuna, Coffee"
1637,"Coffee, Pastry"
1638,Coffee
1639,Coffee
1640,"Coffee, Keeping It Local, Medialuna"
1641,"Pastry, Bread, Coffee"
1642,Farm House
1643,"Bread, Bread"
1644,"Bread, Bread, Tea, Keeping It Local"
1645,"Bread, Medialuna, Keeping It Local, Coffee"
1646,"Bread, Coffee, Medialuna, Bread"
1647,Coffee
1648,Bread
1649,"Medialuna, Pastry, Bread"
1650,"Bread, Pastry"
1651,"Medialuna, Coffee"
1652,Bread
1653,Bread
1654,"Coffee, Coffee"
1655,Focaccia
1656,Coffee
1657,"Hot chocolate, Pastry"
1658,"Coffee, Hot chocolate"
1659,Bread
1660,"Bread, Coffee"
1661,"Pastry, Scandinavian, Muffin"
1662,"Focaccia, Bread"
1663,Bread
1664,Muffin
1665,"Caramel bites, Coffee, Medialuna"
1666,"Tartine, Tea, Muffin"
1667,Bread
1668,"Bread, Focaccia, Tea, Coffee"
1669,Jam
1670,Focaccia
1671,"Coffee, Medialuna, Muffin"
1672,"Bread, Coffee"
1673,"Coffee, Muffin"
1674,Coffee
1675,Coffee
1676,Bread
1677,"Coffee, Coffee"
1678,"Coffee, Coffee"
1679,"Coffee, Coffee"
1680,Coffee
1681,Tea
1682,Fudge
1683,"Medialuna, Bread, Tea, Coffee, Coffee, Ella's Kitchen Pouches"
1684,Jammie Dodgers
1685,Bread
1686,"Tea, Coffee, Soup, Keeping It Local"
1687,Coffee
1688,Coffee
1689,"Coffee, Muffin"
1690,"Coffee, Bread, Soup"
1691,"Coffee, Tea, Medialuna"
1692,Alfajores
1693,Bread
1694,"Coffee, Coffee, Tartine, Medialuna, Pastry"
1695,"Tea, Tartine"
1696,"Bread, Coffee"
1697,"Medialuna, Coffee, Bread"
1698,"Bread, Medialuna"
1699,Focaccia
1700,Scandinavian
1701,"Hearty & Seasonal, Sandwich, Coffee, Mineral water"
1702,"Coffee, Sandwich, Sandwich"
1703,"Tea, Scandinavian"
1704,Coffee
1705,"Coffee, Coffee"
1706,"Soup, Kids biscuit"
1707,Coffee
1708,Bread
1709,Coffee
1710,Coffee
1711,"Coffee, Bread"
1712,"Cake, Tea, Muffin, Coffee"
1713,Hot chocolate
1714,"Coffee, Tea, Cake"
1715,"Tea, Coffee, Muffin"
1716,"Jammie Dodgers, Hot chocolate, Hot chocolate, Coffee, Cookies"
1717,"Caramel bites, Jammie Dodgers, My-5 Fruit Shoot, Bread"
1718,Coffee
1719,"Coffee, Tea, Caramel bites, Kids biscuit"
1720,"Bread, Coffee"
1721,"Bread, Coffee, Alfajores, Bread"
1722,Farm House
1723,"Bread, Jammie Dodgers, Scandinavian"
1724,Tea
1725,"Alfajores, Bread, Tea, Coffee"
1726,"Coffee, Mineral water, Tea"
1727,"Coffee, Kids biscuit"
1728,"Kids biscuit, Bread"
1729,"Coffee, Coffee"
1730,Bread
1731,"Hot chocolate, Coffee, Cake"
1732,"Coffee, Bread"
1733,"Scandinavian, Pastry, Juice"
1734,"Bread, Coffee"
1735,Bread
1736,"Farm House, Pastry, Pastry, Medialuna"
1737,"Alfajores, Alfajores, Coffee, Coffee"
1738,Bread
1739,"Keeping It Local, Coffee, Coffee"
1740,"Scandinavian, Pastry, Hot chocolate, Coffee, Bread"
1741,Bread
1742,"Bread, Coffee"
1743,"Pastry, Coffee"
1744,"Smoothies, Keeping It Local, Coffee"
1745,"Coffee, Coffee"
1746,"Pastry, Medialuna"
1747,"Tea, Cake"
1748,"Cake, Mineral water"
1749,"Farm House, Cake, Medialuna, Tea, Coffee"
1750,"Hot chocolate, Coffee, Bread"
1751,Bread
1752,"Alfajores, Cake, Coffee, Sandwich, Sandwich, My-5 Fruit Shoot"
1753,Farm House
1754,Jam
1755,"Bread, Coffee, Cake"
1756,"Bread, Coffee"
1757,Tartine
1758,"Bread, Medialuna, Farm House"
1759,"Bread, Brownie, Cake"
1760,"Cake, Mineral water, Alfajores, Coffee, Coffee"
1761,Bread
1762,"Coffee, Coffee"
1763,"Bread, Jam"
1764,Brownie
1765,"Coffee, Sandwich, Mineral water"
1767,"Coffee, Coffee"
1768,Bread
1769,"Bread, Mineral water"
1770,Farm House
1771,"Medialuna, Coffee"
1772,"Juice, Cookies, Alfajores, Coffee, Focaccia"
1773,Bread
1774,"Sandwich, Sandwich, Brownie"
1775,"Alfajores, Bread, My-5 Fruit Shoot, Juice"
1776,Bread
1777,"Fudge, Dulce de Leche, Coffee, Cake, Brownie"
1778,"Hot chocolate, Coffee, Cake"
1779,"Coffee, Medialuna, Alfajores"
1780,"Coffee, Keeping It Local, Farm House"
1781,Bread
1782,"Medialuna, Truffles"
1783,"Cake, Bread, Tea, Truffles"
1784,Bread
1785,"Coffee, Brownie"
1786,"Coffee, Bread"
1787,"Medialuna, Brownie, Tea"
1788,"Bread, Scandinavian"
1789,"Medialuna, Hot chocolate, Cake, Alfajores, Truffles"
1790,"Brownie, Medialuna, Coffee"
1791,"Coffee, Medialuna, Truffles"
1792,"Cake, Tea"
1793,"Mineral water, Hot chocolate, Cookies, Cake"
1794,Cookies
1795,Bread
1796,"Hot chocolate, Cake"
1797,"Truffles, Farm House, Bread"
1798,Tea
1799,Farm House
1800,Coffee
1801,Coffee
1802,Bread
1803,Coffee
1804,Coffee
1805,"Bread, Pastry"
1806,Coffee
1807,"Coffee, Farm House"
1808,"Keeping It Local, Coffee, Coffee"
1809,"Coffee, Medialuna"
1810,Coffee
1811,"Coffee, Pastry"
1812,Tea
1813,"Coffee, Keeping It Local"
1814,"Pastry, Coffee, Smoothies"
1815,"Coffee, Muffin, Medialuna"
1816,Coffee
1817,Coffee
1818,Coffee
1819,"Coffee, Tea, Farm House, Brownie"
1820,Coffee
1821,"Coffee, Bread, Coffee, Keeping It Local"
1822,Tea
1823,"Coffee, Bread"
1824,Farm House
1825,Coffee
1826,Sandwich
1827,"Farm House, Scandinavian"
1828,Coffee
1829,"Coffee, Cake"
1830,"Bread, Tea"
1831,Truffles
1832,"Bread, Fudge, Medialuna, Pastry"
1833,Bread
1834,"Tea, Brownie, Cake"
1835,"Juice, Medialuna"
1836,"Tea, Cake"
1837,"Coffee, Tea, Sandwich, Medialuna, Bread"
1838,Alfajores
1839,"Coffee, Coffee"
1840,"Cookies, My-5 Fruit Shoot, Coffee, Keeping It Local"
1841,"Hot chocolate, Hot chocolate, Bread, Alfajores"
1842,Bread
1843,Farm House
1844,"Coffee, Juice, Pastry"
1845,Cookies
1846,Brownie
1847,"Coffee, Medialuna"
1848,"Keeping It Local, Coffee"
1849,Tea
1850,"Tea, Medialuna"
1851,"Scandinavian, Bread"
1852,"Scandinavian, Bread"
1853,"Pastry, Keeping It Local, Coffee, Hot chocolate"
1854,Bread
1855,Coffee
1856,Bread
1857,"Coffee, Cookies"
1858,"Coffee, Coffee, Pastry"
1859,Tea
1860,"Coffee, Brownie, Bread"
1861,"Sandwich, Coke"
1862,"Cake, Bread, Tea, Medialuna"
1863,Bread
1864,"Coffee, Medialuna, Brownie"
1865,Bread
1866,Coffee
1867,Medialuna
1868,"Coffee, Scandinavian, Medialuna"
1869,"Tea, Brownie"
1870,"Coffee, Pastry"
1871,Coffee
1872,"Fudge, Cake, Coffee, Tea"
1873,Bread
1874,"Coffee, Cake"
1875,"Sandwich, Coffee, Coffee, Tea, Brownie, Cake"
1876,"Coffee, Alfajores, Coffee, Cake"
1877,"Coffee, Coffee"
1878,Mineral water
1879,"Coffee, Cookies"
1880,"Bread, Cake"
